"A1BG" "A1CF" "A2M" "A2ML1" "A4GALT" "A4GNT" "AAAS" "AACS" "AADAC" "AADACL2" "AADACL3" "AADACL4" "AADAT" "AAGAB" "AAK1" "AAMP" "AANAT" "AARS" "AARS2" "AARSD1" "AASDH" "AASDHPPT" "AASS" "AATF" "AATK" "ABAT" "ABCA1" "ABCA10" "ABCA12" "ABCA13" "ABCA3" "ABCA4" "ABCA5" "ABCA6" "ABCA7" "ABCA8" "ABCA9" "ABCB1" "ABCB10" "ABCB11" "ABCB4" "ABCB5" "ABCB6" "ABCB7" "ABCB8" "ABCB9" "ABCC10" "ABCC11" "ABCC12" "ABCC2" "ABCC3" "ABCC4" "ABCC8" "ABCC9" "ABCD1" "ABCD2" "ABCD3" "ABCD4" "ABCE1" "ABCF1" "ABCF2" "ABCF3" "ABCG1" "ABCG2" "ABCG4" "ABCG5" "ABCG8" "ABHD1" "ABHD10" "ABHD11" "ABHD12" "ABHD12B" "ABHD13" "ABHD14A" "ABHD14B" "ABHD15" "ABHD2" "ABHD3" "ABHD5" "ABHD6" "ABHD8" "ABI1" "ABI2" "ABI3" "ABI3BP" "ABL1" "ABL2" "ABLIM1" "ABLIM2" "ABLIM3" "ABO" "ABR" "ABRA" "ABT1" "ABTB1" "ABTB2" "ACAA1" "ACAA2" "ACACA" "ACACB"
"lminalA.28" "-0.0191" "-0.0284" "-0.0309" "-0.0309" "-0.0121" " 0.4731" "-0.0330" "-0.0186" " 0.4731" " 0.4731" "-0.0193" "-0.0193" "-0.0365" "-0.0257" "-0.0260" "-0.0257" "-0.0273" "-0.0162" "-0.0354" "-0.0273" "-0.0365" "-0.0282" "-0.0331" "-0.0273" "-0.0273" "-0.0162" "-0.0259" "-0.0273" "-0.0377" "-0.0331" "-0.0162" "-0.0372" "-0.0273" "-0.0273" "-0.0198" "-0.0273" "-0.0273" "-0.0331" " 0.4818" "-0.0377" "-0.0331" "-0.0331" "-0.0257" " 0.0053" "-0.0331" "-0.0186" "-0.0354" "-0.0162" "-0.0162" "-0.0284" "-0.0273" "-0.0334" "-0.0251" "-0.0309" " 0.0053" "-0.0330" "-0.0372" "-0.0300" "-0.0365" "-0.0354" "-0.0331" " 0.4774" "-0.0202" "-0.0365" "-0.0282" "-0.0260" "-0.0260" "-0.0260" " 0.4679" "-0.0331" "-0.0224" "-0.0300" "-0.0334" "-0.4085" "-0.4085" "-0.0273" "-0.0257" "-0.0317" "-0.4085" "-0.4085" "-0.0191" "-0.0284" "-0.0377" "-0.0273" " 0.4679" "-0.0259" " 0.4849" "-0.0284" "-0.0365" "-0.0351" "-0.0259" "-0.0157" "-0.0392" "-0.0354" " 0.4684" "-0.0293" "-0.4085" "-0.0317" "-0.0273" "-0.0330"
"lminalA.29" " 0.2254" "-0.1110" "-0.1051" "-0.1051" "-0.4720" "-0.1173" "-0.1051" "-0.1103" "-0.1173" "-0.1173" " 0.2251" " 0.2251" " 0.1836" "-0.0964" "-0.1026" "-0.1026" " 0.2518" "-0.5268" "-0.1063" " 0.2183" " 0.1836" "-0.1198" " 0.1940" " 0.2183" " 0.2518" " 0.2176" "-0.1111" " 0.2183" "-0.1026" " 0.1977" " 0.2176" " 0.1930" " 0.2183" " 0.2183" "-0.4898" " 0.2183" " 0.2183" " 0.1977" " 0.1954" "-0.1026" " 0.1977" " 0.1977" "-0.1026" " 0.0167" " 0.1940" "-0.1103" "-0.1063" " 0.2106" " 0.2106" "-0.1110" " 0.2183" "-0.1213" "-0.1170" "-0.1051" " 0.0145" "-0.1051" " 0.1930" "-0.1081" " 0.1836" "-0.1063" " 0.1940" "-0.1173" "-0.0839" " 0.1836" "-0.5395" "-0.1026" "-0.1026" "-0.1026" "-0.1173" " 0.1977" " 0.2167" "-0.1081" "-0.1213" "-0.1173" "-0.1173" " 0.2183" "-0.0964" "-0.1072" "-0.1173" "-0.1173" " 0.2017" "-0.1110" "-0.1026" " 0.2183" "-0.1173" "-0.0928" " 0.1975" "-0.1110" " 0.2317" " 0.1941" "-0.0928" "-0.5120" " 0.4394" "-0.1063" "-0.1173" "-0.1170" "-0.1173" "-0.1070" " 0.2183" "-0.1103"
"lminalB.3" "-0.04730" "-0.06180" "-0.06300" "-0.06300" "-0.04440" " 0.24780" "-0.06300" "-0.06300" " 0.24780" " 0.24780" "-0.08630" "-0.08630" "-0.06960" "-0.06760" "-0.06020" "-0.06020" "-0.24120" "-0.07230" "-0.05830" " 0.42780" "-0.06960" "-0.06530" "-0.06980" " 0.40540" "-0.24120" " 0.39740" "-0.06150" "-0.24120" "-0.06020" " 0.25210" " 0.39740" "-0.08630" "-0.24120" "-0.24120" "-0.04730" "-0.24120" "-0.24120" " 0.70890" " 0.58410" "-0.06020" " 0.70890" " 0.25210" "-0.06020" " 0.00230" "-0.06980" "-0.06300" "-0.05830" "-0.07230" "-0.07230" "-0.06180" " 0.54525" "-0.07430" "-0.06530" "-0.06300" " 0.00540" "-0.06300" "-0.08630" "-0.04100" "-0.06960" "-0.05830" "-0.06980" " 0.24780" " 0.04190" "-0.06960" "-0.06530" "-0.06020" "-0.06020" "-0.06020" " 0.24780" " 0.25210" "-0.05760" "-0.04100" "-0.07430" "-0.50630" "-0.50630" " 0.14120" " 0.10810" "-0.05500" "-0.50630" "-0.53270" "-0.04730" "-0.06180" "-0.06020" " 0.63040" " 0.24780" "-0.06150" " 0.58410" "-0.06180" "-0.06820" "-0.04490" "-0.06150" "-0.49110" " 0.34340" "-0.05830" " 0.24780" "-0.06530" "-0.06920" "-0.05500" " 0.27430" "-0.06300"
"lminalB.4" "-0.0437" "-0.3011" " 0.0080" " 0.0080" " 0.0212" "-0.0110" " 0.0069" " 0.0216" "-0.0211" "-0.0211" "-0.0012" "-0.0012" "-0.0221" "-0.0050" "-0.0073" "-0.0060" "-0.0133" " 0.0155" " 0.0402" "-0.3373" " 0.0182" "-0.1718" " 0.0021" "-0.3553" "-0.0133" " 0.0408" "-0.0104" "-0.0133" "-0.0060" " 0.0021" " 0.0567" "-0.0343" "-0.0133" "-0.0133" " 0.0300" "-0.0133" "-0.0133" " 0.0021" " 0.6926" "-0.0168" " 0.0021" " 0.2937" "-0.0060" " 0.0105" " 0.0247" " 0.0216" " 0.0402" " 0.0155" " 0.0155" "-0.3011" "-0.0206" "-0.0163" " 0.1568" " 0.0069" " 0.0105" " 0.0069" "-0.0343" "-0.1242" "-0.0111" " 0.3070" " 0.0247" "-0.0211" "-0.1129" "-0.0151" "-0.1433" "-0.0073" "-0.0073" "-0.0073" "-0.0157" " 0.0021" " 0.0412" "-0.1242" "-0.0163" "-0.3418" "-0.3418" " 0.0075" "-0.0050" "-0.3777" " 0.0007" "-0.3779" " 0.0163" " 0.0053" "-0.0168" "-0.0206" "-0.0157" " 0.0116" " 0.6788" "-0.3011" "-0.3791" "-0.0203" " 0.0116" "-0.3556" " 0.0042" " 0.5355" " 0.0172" " 0.1568" " 0.0007" "-0.4000" "-0.3553" " 0.0216"
"lminalB.5" "-0.13800" "-0.46320" "-0.49950" "-0.49950" " 0.31150" " 0.30790" " 0.16160" " 0.21150" " 0.30790" " 0.30790" "-0.12550" "-0.12550" "-0.05420" "-0.12670" " 0.18170" " 0.20190" " 0.16220" " 0.15920" "-0.13570" "-0.52440" "-0.05650" "-0.08890" " 0.14230" "-0.51510" "-0.56410" "-0.06870" " 0.21990" " 0.43040" " 0.20190" "-0.07160" " 0.37550" "-0.08290" " 0.43040" " 0.43040" "-0.15240" " 0.52990" " 0.43040" " 0.13960" " 0.41310" " 0.20740" " 0.13960" "-0.09730" " 0.20190" "-0.08920" " 0.09370" " 0.12770" "-0.13570" "-0.46380" "-0.46380" "-0.50670" " 1.23925" " 0.22820" " 0.21790" "-0.45960" "-0.09420" "-0.06440" "-0.08290" "-0.09870" "-0.05260" "-0.13300" " 0.09370" " 0.15490" "-0.09540" "-0.05650" "-0.10460" " 0.19850" " 0.19850" "-0.14410" " 0.30320" " 0.08540" " 0.45640" "-0.09870" "-0.08460" " 0.24980" " 0.24980" " 0.15740" " 0.03295" "-0.49160" "-0.55320" " 0.31610" "-0.15240" "-0.08450" " 0.20140" " 0.11860" " 0.30320" " 0.16820" " 0.45505" "-0.48280" "-0.05650" "-0.09130" " 0.16820" "-0.49460" " 0.21070" "-0.13300" " 0.30790" " 0.17110" " 0.31500" "-0.48090" "-0.51510" " 0.16430"
"lminalB.6" "-0.096500" "-0.075100" "-0.125300" "-0.125300" " 0.607900" "-0.406900" "-0.085100" "-0.076900" "-0.429300" "-0.429300" "-0.454700" "-0.454700" " 0.194700" " 0.130100" "-0.084400" "-0.072000" " 0.357300" "-0.055800" " 0.177800" "-0.453200" " 0.211200" "-0.144400" "-0.079100" " 0.256475" "-0.448100" " 0.225100" " 0.199600" " 0.603700" "-0.072000" "-0.079100" " 0.197800" "-0.073000" " 0.603700" " 0.603700" "-0.452100" " 0.603700" " 0.603700" "-0.079100" " 0.490600" "-0.072000" "-0.079100" "-0.079100" "-0.072000" " 0.206900" "-0.109400" "-0.076900" " 0.177800" "-0.055800" "-0.055800" "-0.080600" " 1.574800" "-0.440500" "-0.082200" "-0.074700" "-0.184400" "-0.081500" "-0.073000" " 0.423300" " 0.194700" " 0.138500" "-0.109400" " 1.058700" " 0.233200" " 0.195700" "-0.156700" "-0.084400" "-0.084400" "-0.084400" " 0.616000" "-0.079100" " 0.232100" " 0.428900" "-0.440500" "-0.468600" "-0.468600" "-0.094500" " 0.131000" "-0.081700" "-0.468600" "-0.432900" "-0.451100" "-0.091200" "-0.072000" " 1.431700" " 0.211100" " 0.199600" " 0.494200" "-0.070100" "-0.438900" " 0.202800" " 0.199600" "-0.452000" " 0.428500" " 0.138500" "-0.415800" "-0.073800" "-0.438700" "-0.057200" "-0.173900" "-0.094500"
"lminalB.7" " 0.5999" " 0.0318" " 0.0236" " 0.0236" "-0.2928" " 0.0317" " 0.0236" " 0.0342" " 0.0146" " 0.0146" " 0.0416" " 0.0416" " 0.0234" " 0.0346" " 0.0306" " 0.0306" " 0.0478" "-0.2922" " 0.0303" "-0.2755" " 0.0234" "-0.3085" " 0.0241" "-0.2968" " 0.0478" " 0.2541" " 0.0321" " 0.6235" " 0.0306" " 0.0241" " 0.2541" " 0.0260" " 0.6235" " 0.6235" " 0.0420" " 0.6235" " 0.6235" " 0.0241" " 0.2596" " 0.0306" " 0.0241" " 0.0241" " 0.0306" "-0.0081" " 0.0241" " 0.0342" " 0.0303" " 0.0578" " 0.0578" " 0.0318" " 0.6013" " 0.0308" " 0.0313" " 0.0236" "-0.0081" " 0.0236" " 0.0260" " 0.0292" " 0.0234" " 0.0303" " 0.0241" " 0.0146" "-0.2989" " 0.0234" "-0.3085" " 0.0306" " 0.0306" " 0.0306" " 0.0221" " 0.0241" " 0.0410" " 0.0292" " 0.0308" " 0.0241" " 0.0241" "-0.2657" " 0.0346" "-0.2877" " 0.0241" " 0.0241" " 0.0420" " 0.0318" " 0.0306" " 0.7782" " 0.0221" " 0.0321" " 0.2547" " 0.0318" " 0.0234" " 0.0265" " 0.0321" " 0.6924" " 0.0226" " 0.0303" " 0.0317" " 0.0313" " 0.0241" "-0.2877" "-0.2968" " 0.0342"
"lminalB.8" "-0.4381" " 0.0078" " 0.0008" " 0.0008" "-0.4549" "-0.0121" " 0.0008" "-0.0086" "-0.0151" "-0.0151" "-0.0008" "-0.0008" " 0.0053" "-0.4200" " 0.0048" " 0.0085" " 0.2954" " 0.0112" "-0.4429" "-0.0161" " 0.0053" "-0.0026" " 0.0022" " 0.6791" " 0.3249" " 0.3438" " 0.3241" " 0.9754" " 0.0085" " 0.0031" " 0.3088" "-0.4274" " 0.9754" " 0.9754" "-0.0170" " 1.0474" " 0.9754" " 0.0022" " 0.5935" " 0.0110" " 0.0022" " 0.0038" " 0.0085" "-0.0107" " 0.0022" "-0.0034" "-0.4429" " 0.0112" " 0.0112" "-0.4384" "-0.0161" "-0.4335" " 0.0080" " 0.0008" "-0.0201" " 0.0008" "-0.4274" "-0.4395" " 0.0053" "-0.0013" " 0.0022" " 1.2640" " 0.0110" " 0.0053" "-0.4422" " 0.0048" " 0.0048" " 0.0048" " 0.3198" "-0.0522" "-0.4376" " 0.0159" "-0.4335" " 0.3261" " 0.3261" " 0.3045" "-0.4200" "-0.4110" " 0.3187" " 0.3261" "-0.0170" " 0.3285" " 0.0085" "-0.0161" " 0.3079" " 0.3241" " 0.3208" "-0.4384" " 0.0053" " 0.0019" " 0.3241" "-0.4453" " 0.3300" "-0.0013" "-0.0179" " 0.0080" " 0.3187" "-0.4110" " 0.5485" "-0.0034"
"lminalB.9" "-0.41970" " 0.36480" " 0.89290" " 0.89290" " 0.36240" " 0.10140" "-0.13010" "-0.02070" " 0.12600" " 0.12600" " 0.26500" " 0.26500" " 0.18800" " 0.19490" " 0.06220" " 0.06540" " 0.03150" " 0.03700" "-0.73100" "-0.28750" "-0.63900" " 0.12920" "-0.17180" "-0.28750" " 0.03150" " 0.04750" "-0.41230" " 0.11480" " 0.13270" " 1.82350" " 0.04040" " 0.34220" " 0.11480" " 0.11480" " 0.83390" " 0.11480" " 0.11480" " 0.14210" " 0.14340" " 0.10390" " 0.14210" " 1.02160" " 0.06540" "-0.01330" "-0.23940" "-0.18250" "-0.73100" " 0.04750" " 0.04750" " 0.03700" " 0.02520" "-0.21770" " 0.30930" " 0.66240" "-0.00910" "-0.04770" " 0.34220" "-0.25400" " 0.18800" "-0.73100" "-0.23940" " 0.06540" "-0.30180" "-0.60620" " 0.08560" " 0.06770" " 0.06770" " 0.02670" " 0.13260" "-0.23990" " 0.63000" "-0.21630" "-0.17750" "-0.26360" "-0.26360" "-0.28750" " 0.22230" "-0.24850" "-0.26360" "-0.22940" " 0.43980" " 0.30920" " 0.09100" " 0.02520" " 0.96985" " 0.21760" " 0.16700" "-0.23840" "-0.74640" "-0.63810" " 0.21760" "-0.28750" " 0.77580" "-0.67180" " 0.05880" " 0.31240" "-0.23220" "-0.25780" "-0.28750" "-0.18170"
"lminalB.10" "-0.2249" " 0.0466" " 0.1661" " 0.1661" " 0.1815" " 0.0437" " 0.2157" " 0.2616" " 0.0437" " 0.0437" "-0.2755" "-0.2755" "-0.2496" " 0.0221" " 0.0401" "-0.2538" "-0.2816" " 0.0282" " 0.2629" "-0.2703" "-0.2595" " 0.0375" " 0.0514" " 0.5986" "-0.2816" " 0.4328" "-0.2603" "-0.2816" "-0.2270" " 0.0291" " 0.4328" "-0.2581" "-0.2816" "-0.2816" "-0.6632" "-0.2816" "-0.2816" " 0.0340" " 0.2671" "-0.2366" " 0.0340" " 0.0143" "-0.2538" " 0.0160" " 0.0329" " 0.2616" " 0.2629" " 0.0406" " 0.0406" "-0.0533" " 0.6333" " 0.0354" "-0.0394" " 0.2227" " 0.0227" " 0.2157" "-0.2581" "-0.0948" "-0.2461" " 0.2629" " 0.0329" " 0.0437" "-0.1145" "-0.2494" "-0.2806" " 0.0401" " 0.0401" " 0.0401" " 0.0437" " 0.0291" " 0.0151" "-0.0948" " 0.0354" " 0.0405" " 0.0405" " 0.2347" " 0.0221" "-0.2599" " 0.0405" " 0.0405" "-0.2580" " 0.4193" "-0.2366" " 0.1988" " 0.0437" "-0.2889" " 0.2648" "-0.0495" "-0.2890" " 0.1321" "-0.2889" "-0.2767" " 0.2837" " 0.2629" " 0.0437" "-0.0403" " 0.0405" "-0.2599" " 0.5986" " 0.2648"
"lminalB.11" " 0.1019" " 0.1525" " 0.1368" " 0.1368" " 0.0754" " 0.1172" " 0.1128" " 0.1260" " 0.1316" " 0.1316" "-0.7224" "-0.7224" " 0.2346" " 0.1142" " 0.1201" " 0.1109" " 0.0853" "-0.6587" " 0.1023" " 0.0833" " 0.1734" " 0.2380" "-0.5874" " 0.0833" " 0.0853" " 0.6609" "-0.1359" " 0.1965" " 0.1741" " 0.6967" " 0.5447" " 0.1796" " 0.1965" " 0.1965" " 0.0751" " 0.1965" " 0.1965" "-0.5866" " 0.1468" " 0.1646" "-0.5866" " 0.6977" " 0.1109" "-0.0177" "-0.6778" " 0.0657" " 0.1023" "-0.6701" "-0.6701" " 0.1113" " 0.0833" "-0.7041" "-0.6723" " 0.2334" " 0.0005" " 0.1914" " 0.1796" " 0.1233" " 0.1922" "-0.6890" "-0.6778" " 0.1009" " 0.1146" " 0.1813" "-0.6994" " 0.1242" " 0.1242" " 0.0995" " 0.1222" "-0.6567" " 0.6597" " 0.1392" "-0.6167" " 0.0639" " 0.0639" " 0.0903" " 0.1095" "-0.6592" " 0.0639" " 0.0764" " 0.0751" " 0.1464" " 0.1547" " 0.0833" " 0.1573" "-0.2190" " 0.1571" " 0.1568" " 0.1512" " 0.1360" "-0.2190" " 0.0980" " 0.7060" " 0.1289" " 0.0995" " 0.6145" " 0.1156" "-0.6824" " 0.0833" " 0.0933"
"lminalB.12" "-0.2199" "-0.0082" " 0.1491" " 0.1491" "-0.0389" " 0.0083" " 0.1491" " 0.1491" " 0.0083" " 0.0083" "-0.2288" "-0.2288" " 0.0134" "-0.0164" "-0.0036" " 0.0158" " 0.3953" "-0.0244" "-0.0086" "-0.2348" " 0.0134" "-0.0116" "-0.0031" "-0.2394" " 0.3720" "-0.0393" "-0.0112" " 0.6910" " 0.0158" "-0.0031" "-0.0393" "-0.1841" " 0.6910" " 0.6910" "-0.2334" " 0.6910" " 0.6910" "-0.0031" "-0.2001" " 0.0158" "-0.0031" "-0.0031" " 0.0158" " 0.0900" "-0.0031" " 0.1491" "-0.0086" "-0.0193" "-0.0193" "-0.0082" " 0.1418" "-0.0057" "-0.0147" " 0.1491" " 0.0900" " 0.1491" "-0.1841" "-0.0184" " 0.0134" "-0.0086" "-0.0031" " 0.0083" "-0.0169" " 0.0134" "-0.0116" "-0.0036" "-0.0036" "-0.0036" " 0.0083" "-0.0031" " 0.1364" " 0.0056" "-0.0057" " 0.0002" " 0.0002" " 0.1192" "-0.0164" "-0.0099" " 0.0002" " 0.0002" "-0.2334" "-0.0082" " 0.0158" " 0.1418" " 0.0083" "-0.0566" " 0.0057" "-0.0082" "-0.0178" "-0.0013" "-0.0566" " 0.1192" " 0.2989" "-0.0086" " 0.0083" "-0.0147" " 0.0002" "-0.0099" " 0.6604" " 0.1491"
"lminalB.13" " 0.01040" " 0.03520" " 0.03490" " 0.03490" "-0.33340" " 0.04870" " 0.28550" "-0.31760" " 0.04870" " 0.04870" " 0.02240" " 0.02240" " 0.05210" "-0.30120" " 0.28920" " 0.03570" " 0.28890" " 0.03860" " 0.03450" "-0.30790" " 0.05210" " 0.03610" " 0.03620" " 1.18090" " 0.26460" " 0.43025" " 0.04300" " 0.02200" " 0.03570" " 0.03620" " 0.27340" " 0.04550" " 0.02200" " 0.02200" " 0.01040" " 0.02200" " 0.02200" " 0.03620" " 0.03240" " 0.02870" " 0.03620" " 0.03620" " 0.03570" " 0.02030" " 0.03620" "-0.31760" " 0.03450" " 0.03860" " 0.03860" " 0.03520" "-0.30790" "-0.30830" " 0.03740" " 0.03490" " 0.01820" " 0.28550" " 0.04550" " 0.03840" " 0.05210" " 0.03450" " 0.03620" " 0.04870" " 0.01690" " 0.05210" " 0.03610" " 0.29090" " 0.29090" " 0.29090" " 0.04870" " 0.03620" " 0.27300" " 0.03840" "-0.30830" "-0.28840" "-0.28840" " 0.01960" "-0.30120" " 0.04010" "-0.28840" "-0.28840" " 0.01040" " 0.03520" " 0.03570" "-0.30790" " 0.04870" "-0.01180" " 0.03240" " 0.03520" " 0.02820" " 0.03550" "-0.01180" "-0.31710" " 0.03840" " 0.03450" " 0.04870" " 0.30130" "-0.29200" " 0.04010" " 0.43910" "-0.30870"
"lminalB.14" " 0.1281" "-0.0056" "-0.0022" "-0.0022" " 0.0010" "-0.0051" "-0.0022" "-0.0022" "-0.0051" "-0.0051" "-0.0106" "-0.0106" "-0.0058" " 0.1329" "-0.0043" "-0.0043" " 0.0041" "-0.1454" "-0.0057" "-0.1508" "-0.0058" " 0.0061" "-0.0051" " 0.0024" " 0.1551" " 0.1358" "-0.0010" " 0.0046" "-0.0043" "-0.0051" " 0.2482" "-0.0106" " 0.0046" " 0.0046" "-0.1403" " 0.0046" " 0.0046" "-0.0051" " 0.1321" "-0.0043" "-0.0051" "-0.0042" "-0.0043" "-0.0750" "-0.0051" "-0.0022" "-0.0057" "-0.1517" "-0.1517" "-0.0021" " 0.1482" "-0.0064" "-0.0044" "-0.0022" "-0.0743" "-0.0022" "-0.0106" "-0.1505" "-0.0058" "-0.0057" "-0.0051" "-0.0051" " 0.1014" "-0.0058" " 0.0061" "-0.0043" "-0.0043" "-0.0043" "-0.0051" "-0.0051" "-0.0043" "-0.1505" "-0.1677" "-0.0051" "-0.0051" " 0.0024" " 0.1329" " 0.0009" "-0.0051" "-0.0051" " 0.1281" "-0.0060" "-0.0043" " 0.1482" "-0.0051" "-0.0010" " 0.1321" "-0.0021" "-0.0058" "-0.0057" "-0.0010" "-0.1543" " 0.4486" "-0.0057" "-0.0051" "-0.0044" "-0.0051" " 0.0009" " 0.0024" "-0.0022"
"lminalB.15" " 0.29960" "-0.07080" "-0.07080" "-0.07080" "-0.19450" "-0.09690" " 0.17080" " 0.20930" "-0.09690" "-0.09690" "-0.56900" "-0.56900" " 0.20070" "-0.15340" " 0.02770" " 0.00460" " 0.33540" " 0.10850" " 0.27970" " 0.37150" " 0.06320" "-0.50960" " 0.00780" "-0.29630" " 0.73110" " 0.21820" " 0.09970" " 0.39340" " 0.00460" " 0.15120" " 0.17010" "-0.51350" " 0.39340" " 0.39340" "-0.21960" " 0.39340" " 0.39340" " 0.00400" " 0.31810" " 0.04750" " 0.00400" " 0.14030" " 0.00460" " 0.01170" "-0.01700" " 0.12910" " 0.20950" " 0.15960" " 0.15960" "-0.11550" " 2.15760" "-0.14040" " 0.54275" "-0.04120" " 0.01170" " 0.22070" "-0.51350" "-0.17170" " 0.20070" " 0.22690" "-0.01700" "-0.12350" " 0.36480" " 0.20340" "-0.54100" " 0.10100" " 0.10100" "-0.00960" "-0.09690" " 0.34290" " 0.21760" "-0.14720" "-0.14040" "-0.07920" "-0.07920" " 0.57870" "-0.15340" " 0.01170" "-0.02090" "-0.01470" "-0.21960" "-0.26950" "-0.04370" " 1.31280" "-0.07910" " 0.07070" " 0.33330" "-0.07590" " 0.05240" "-0.19900" " 0.07070" "-0.25500" " 0.56440" " 0.22690" "-0.09690" " 0.32820" "-0.02090" "-0.27440" "-0.29630" " 0.15180"
"lminalB.16" "-0.0403" "-0.3050" "-0.2987" "-0.2987" "-0.0502" "-0.0473" "-0.0451" "-0.0451" "-0.0445" "-0.0445" "-0.3047" "-0.3047" "-0.1139" " 0.1654" "-0.0492" "-0.0492" " 0.1631" "-0.2675" "-0.0465" "-0.2865" "-0.1139" "-0.3108" "-0.0478" "-0.0542" " 0.1708" " 0.1865" "-0.0467" "-0.0446" "-0.0492" "-0.0478" " 0.1865" "-0.0194" "-0.0446" "-0.0446" "-0.0417" "-0.0446" "-0.0446" "-0.0478" " 0.3404" "-0.0492" "-0.0478" "-0.0478" "-0.0492" " 0.1292" "-0.0478" "-0.0451" "-0.0465" "-0.2627" "-0.2627" "-0.2971" " 0.6123" "-0.3053" "-0.0517" "-0.2987" " 0.1292" "-0.0451" "-0.0194" "-0.0456" "-0.1139" "-0.0465" "-0.0478" "-0.0445" "-0.0470" "-0.1139" "-0.3015" "-0.0492" "-0.0492" "-0.0492" "-0.0473" "-0.0478" " 0.1498" "-0.0456" "-0.3191" "-0.0394" "-0.0394" " 0.1568" " 0.1654" "-0.0486" "-0.0435" "-0.0394" "-0.0417" "-0.3050" "-0.0492" " 0.7562" "-0.0473" "-0.0467" " 0.4109" "-0.3159" "-0.1139" "-0.0457" "-0.0467" "-0.3041" " 0.9254" "-0.0465" "-0.0473" "-0.0517" "-0.0435" "-0.0486" "-0.0542" "-0.0451"
"lminalB.17" " 0.1392" " 0.4660" " 0.0226" " 0.0226" "-0.2613" " 0.4615" " 0.0218" " 0.0529" " 0.4615" " 0.4615" "-0.2470" "-0.2470" " 0.0540" "-0.2368" " 0.0176" " 0.0522" " 0.2209" "-0.2108" " 0.2904" " 0.2351" "-0.2095" "-0.2126" "-0.2276" " 0.2351" " 0.2209" " 0.2986" " 0.0612" " 0.6129" " 0.0522" " 0.0757" " 0.2185" "-0.2136" " 0.6129" " 0.6129" " 0.1173" " 0.6129" " 0.6129" "-0.2150" " 0.2726" " 0.0522" "-0.2150" "-0.2289" " 0.0522" " 0.0295" "-0.2276" " 0.0067" " 0.2263" "-0.2108" "-0.2108" " 0.0553" " 0.2351" "-0.2261" " 0.0513" "-0.2075" "-0.2540" " 0.0487" "-0.2136" "-0.1869" " 0.0540" " 0.2344" "-0.2276" " 0.4615" " 0.0090" "-0.2095" "-0.2608" "-0.2260" "-0.2260" "-0.2260" " 0.4615" "-0.2150" " 0.4966" " 0.3434" "-0.2261" "-0.2558" "-0.2558" " 1.2302" " 0.0469" "-0.2175" "-0.2558" "-0.2221" " 0.1173" "-0.5843" " 0.0522" " 0.2351" " 0.4615" " 0.0276" " 0.2673" " 0.0553" "-0.2480" " 0.2767" " 0.0276" "-0.2604" " 0.5265" " 0.2344" " 0.4615" " 0.0513" "-0.2207" "-0.5662" " 0.2351" " 0.0032"
"lminalB.18" " 0.09020" "-0.07580" "-0.07950" "-0.07950" "-0.38120" "-0.08030" "-0.07950" "-0.07570" "-0.09200" "-0.09200" " 0.01860" " 0.01860" " 0.09370" "-0.37560" " 0.15540" "-0.38890" " 0.78170" "-0.08500" " 0.16470" "-0.73390" "-0.05160" "-0.07540" " 0.15990" " 0.15380" " 0.78170" " 0.17780" "-0.07250" " 0.56640" "-0.38890" " 0.15220" " 0.14100" " 0.05450" " 0.56640" " 0.56640" "-0.10130" " 0.56640" " 0.56640" " 0.15350" " 0.43930" " 0.14130" " 0.15350" " 0.15220" "-0.38890" " 0.01200" "-0.08250" "-0.11700" " 0.16470" "-0.35830" "-0.35830" "-0.07700" " 2.14585" "-0.02420" " 0.03835" "-0.07950" "-0.04200" "-0.07950" " 0.05450" "-0.16320" " 0.09640" " 0.12930" "-0.08250" " 0.15360" " 0.26725" "-0.34390" "-0.07540" " 0.15540" " 0.15540" " 0.15540" "-0.08830" " 0.15350" " 0.37960" "-0.16320" "-0.07160" "-0.07590" "-0.07590" " 0.64970" "-0.37320" " 0.14330" "-0.07590" "-0.07590" "-0.10130" " 0.07330" " 0.15130" " 1.89790" "-0.08010" "-0.07250" " 0.43930" "-0.07460" "-0.37850" "-0.09390" "-0.07250" "-0.39520" " 0.35510" " 0.12930" "-0.08030" "-0.08090" "-0.07590" "-0.36730" " 0.33605" "-0.07390"
